,tweet_id,sentiment,text
1003,2.76452052647948e+17,neutral,[someone] i am going to the london grand prix on the saturday next year! Might meet you there!!
1004,2.61500427776959e+17,positive,"""Thank god for having a sub in 2nd, watched the PLL Halloween special I missed the other night"""
1005,2.17048202766062e+17,neutral,Halftime. Red Stars playing well but only found one goal in 1st half to keep it tied 1-1.
1006,2.24195559131591e+17,neutral,"""#YouKnowYoureFromSanDiego when you call the """""""" San Diego county fair """""""" the del mar fair . or just straight up del mar (:"""
1007,2.26878583216423e+17,positive,"""When the boys come to Ohio June 18 2013, if they play at cedar point, I will piss myself."""
1008,2.10754914387886e+17,positive,#lallysmarine #boardbash 2012 coming to Ohio June 30th! Make sure to check it out!
1009,2.43079753316315e+17,neutral,"""Five bottles left of Stone Brewing's 16th Anniversary Double IPA. 10% ABV, brewed with lemon verbana and rye. $7.49 for a 22oz."""
1010,2.29296591528395e+17,neutral,Alkek is down on the field and walks off to get looked at. Red Stars only have one sub left: a goalkeeper. 20th minute.
1011,2.36574399443128e+17,neutral,"""Lough Erne done, serious course, great driving on the 6th [someone] all to play for tomorrow in Concra Woods #BallinaCup2012"""
1012,2.38317053679907e+17,negative,"""You could almost hear the arteries clogging. ICYMI, latest report details unhealthy #s at the San Diego County Fair"
1013,2.67107448106664e+17,positive,When I get to my cousins tomorrow I am going ape shit on their Halloween candy eating all the Reese. XD
1014,2.22780152176845e+17,negative,Have tickets for Great Yorkshire Show on Thursday - very disappointed with this weather!
1015,2.61684409915294e+17,negative,2nd attempt at watching PLL Halloween special. I hope my dad does not come and ruin it!
1016,2.22695259870728e+17,neutral,Reminder that today is the FINAL DAY to signup for Knollwood's Michelob Open happening tomorrow ([someone]) $60 for Members &amp; $80 for Non-Members
1017,2.54648776466248e+17,positive,"""Tuesday night the CW network will be showing """"""""Dr Horrible's Sing-a-Long Blog"""""""". If you have not seen it, you should!"""
1018,2.37511492415672e+17,negative,"""[someone] - After the 3rd goal there is a clip of me, my son &amp; his mate going mad in front of a very depressed Liverpudlian!"""
1019,2.47828041412248e+17,neutral,Just a gentle reminder that this years Polish Festival is on the 18th of November
1020,2.22540796195389e+17,positive,"""Yup, Bluesfest was wicked tonight. Epic roofing job tomorrow. This is the life."""
1021,2.48142637897486e+17,positive,Going to Wales with college next Saturday to climb up Mount Snowdon :)
1022,2.68553662551433e+17,positive,"""Come out and join [someone] on December 15, 2012 at the Creative Alliance for a wonderful Christmas show and our DVD Release Party!!!"""
1023,2.49123937525576e+17,neutral,"""In REALITY, International TALK like a DALEK DAY is DECEMBER 21st, the ANNIVERSARY of the DALEKS' FIRST APPEARANCE! [someone]"""
1024,2.30297841619309e+17,negative,[someone] I will be so dead after the 1st 4 days lol it will be like BORN - Kiryu - Kiryu - BORN - DEAD. XD
1025,2.45803216527311e+17,positive,"""YOU can be a 'Switch On Superstar'! Every Saturday,you get chance to turn on Blackpool Illuminations - it could be YOU! Text LIGHTS to 80039!"""
1026,2.29377491763094e+17,positive,Watching the live stream of Miss Teen USA while watching the Olympics. Great Saturday! :)
1027,2.63517346281443e+17,neutral,"""Photo: Day 302 (Sunday, October 28) Went to see the dress rehearsal for Aida at the Winspear Opera House...."
1028,2.16359856372847e+17,neutral,A little Taking Back Sunday as the sun goes down. @ Pomona Fairplex
1029,2.45623833019703e+17,neutral,Think I may have an early night tonight and go to sleep after Styled To Rock!
1030,2.51011079029789e+17,neutral,[someone] June:) is not that the one with the outfits from Styled To Rock?
1031,2.68500640815276e+17,positive,can you believe it is the 13th and I still have unopened bags of Halloween candy???
1032,2.17802733502202e+17,positive,June 13th is now Matt Cain Day in San Francisco!! He also just got the key to SF. #perfectGame
1033,2.39022089942745e+17,positive,Threshold opens for the Fab 4 Thursday Oct 25 and Friday Oct 26 at the Cove in Normandy Park WA... do not miss it!
1034,2.21311230260949e+17,neutral,Have a spare Red Stars ticket for either July 7th @ Northwestern or the 14th @ Benedictine up for grabs. Takers?
1035,2.30254490777965e+17,positive,Good Tuesday morning. Its the last day of the month which means at Northside in Summersville we are going to be moving cars. Come see me!
1036,2.43869742144819e+17,positive,"""#TheNext is on the CW Network in 30 minutes! You may already be in front of the tube, so tune in and support [someone] w/us!"""
1037,2.22795389009527e+17,negative,"""[someone] O no!!! The Great Yorkshire Show was cancelled for tmrw &amp; Thursday,its such a shame. So many businesses the weather is affecting"""
1038,2.16306003581477e+17,positive,[someone] saw your shout out on Copper River Salmon. You may like our take on it from Seattle w/this recipe
1039,2.22443478532104e+17,neutral,Tomorrow's Barbarians game at West Harrow has been postponed due to the weather.
1040,2.84029909049954e+17,positive,"""On this day, 44 yrs ago, Zeppelin played their 1st gig in North America as an opening act for Vanilla Fudge. Tix cost $5. #blewthemoffstage"""
1041,2.5215220191973e+17,neutral,If you missed Ben Sollee in Studio [AVL] check out his interview online tomorrow at
1042,2.50613753975038e+17,neutral,Attention! The final release of tickets for Circoloco go on sale this Thursday at midday. Please note the first 2...
1043,2.25571387669094e+17,positive,Good luck to the Mutiny Reserves tonite in their playoff match! Get it done! Big match tomorrow night in Est Longmeadow! Mutiny v Red Stars!
1044,2.36806740535022e+17,neutral,"""Have you seen the 1st episode of """"""""Styled To Rock"""""""", the fashion talent produced by Rihanna, dedicated to Kanye..."
1045,2.47726752619696e+17,neutral,Did anyone attend the Polish Festival in Ealing on Sunday and see the #UWL team there?
1046,2.06792211537469e+17,neutral,"""Saw Col. Deering / Erin Gray ystrdy, starting off Sunday with Gil Gerard (Buck Rogers) panel, room 121 at Phoenix Comicon! [someone] #phxcc"""
1047,2.50724991073649e+17,neutral,"""[someone] knock to the ankle,should be fit for Sunday. Sturbridge is 50/50. Apart from that fully fit squad I think. Vermalen still sick?"""
1048,2.20300052759974e+17,neutral,Tomorrow we play Roskilde Festival @ the apollo countdown stage [someone]
1049,2.27066993881252e+17,positive,"""7 stage wins from Brits, Maillot Jaune for Wiggins, 4th win on the Champs Elysees for Cav, Team Sky hattrick to end with. #dominance #proud"""
1050,2.2465104464538e+17,positive,Last day of my vacation! It was a great one! Shinedown Concert kicked ass on the 9th at Bluesfest in Ottawa!! :)
1051,2.44531642067198e+17,negative,[someone] haha did you hear on Friday when I like shouted fock me in a Liverpudlian accent xD Tate was just like -_-
1052,2.22829323512586e+17,neutral,"""Wed. am, my two part interview with Blues legend Edgar Winter. Listen to 98.1 Free FM at 6:20 and 8:10am. he is at Bluesfest on Sat."""
1053,2.61055065513685e+17,positive,I have just heard the Edinburgh Derby has been moved to the 3rd of Jan. is this true?? but as long as its still a night time KO I am happy #PYRO
1054,2.73870488139358e+17,positive,Tomorrow night 9/8c on the CW Network watch a new episode of #BeautyandtheBeast !! Set your DVR for an exciting episode!!
1055,2.83257984732262e+17,positive,Danee better still match with me tomorrow .
1056,2.07488272279155e+17,positive,"""Climbing Frames for Plants: The sun has been out, the Chelsea Flower Show has been in full swing and we are all ..."
1057,2.2293188458854e+17,neutral,"""Would you adam &amp; eve it, sun out morning after they have cancelled Great Yorkshire Show #Harrogate"""
1058,2.35163271173378e+17,positive,"""Come down to Hype Park this Sunday for food, drink, and a video shoot with myself, Kinetik, Superior Thought, The Locksmiths and many more"""
1059,2.52517389302899e+17,positive,[someone] [someone] Yeah she is still at Ballet West now in the 3rd Year!
1060,2.06052638029124e+17,neutral,"""[someone] Yes, near the Winspear Opera House in the Dallas Arts District. We have them Mon-Fri. Here's a map:"
1061,2.55709183477961e+17,positive,"""[someone] I am just going for a week in January, Niigata is FAAAAAAAR away XD I am so glad to see Kiryu in an event @ Shinjuku BLAZE ^^"""
1062,2.81390627927765e+17,negative,[someone]. Come on.you mean to tell me you would not prefer to act alongside Maite once again for the 3rd time? you just do not want ppl talking
1063,2.47643042855666e+17,positive,Fantastic event in Tenby on Sunday with the second running of the Ironman Wales triathlon. More than 40 nations...
1064,2.61615048982676e+17,positive,Watched the PLL Halloween special. Good!! Have to wait till January for its return.
1065,2.31056889591513e+17,neutral,JFAA 48th Annual Art show opens this Saturday at 12. we will be kick'n it off with an array of activities &amp; demonstrations in the Art Park.
1066,2.4572996520156e+17,neutral,"""Del Mar Fairgrounds : The 22nd DAA announces """"""""Game On!"""""""" Theme for the 2013 San Diego County Fair"
1067,2.26227728632914e+17,neutral,"""Solar Gazing with pro equipment. Meet 1pm Sat 21 July, Cawfields, Hadrian's Wall north of Haltwhistle. check here..."
1068,2.27277360280502e+17,neutral,"""Review: Nas's new album: Rapper Nas performs during the 2012 ESPY Awards in Los Angeles on July 11. """"""""Life is ..."
1069,2.38474730313765e+17,positive,"""Stone Brewing celebrates 16 years! Thurs we will tap their 16th Anniv Ale, the new uber-fresh Enjoy By IPA &amp; a cask..."
1070,2.33905970588291e+17,neutral,"""With only two weeks to go until the release of THRESHOLD's brand new studio album """"""""March Of Progress"""""""", you can..."
1071,2.71246225527951e+17,positive,Thanks so much to all of you who came to the Remembrance Service on the 11th. I had a great time and I love...
1072,2.49136432411714e+17,positive,Visit the Art Park on Monday and find fabulous things from my tag sale! See you! :D
1073,2.47739426896228e+17,neutral,Someone may aswell lick my face it now tastes an smells of vanilla fudge #facemasssssssk
1074,2.22355986814468e+17,neutral,Bradley Wiggins with a ITT fitting a Maillot Jaune. British 1-2 for the stage. Also a Team Sky 1-2. Spartacus in 3rd.
1075,2.85530914941964e+17,neutral,[someone] are you coming down to check out the 2013 Phoenix Comicon on May 23-26?
1076,2.56858334651642e+17,positive,"""Going to be listening to a combination of Manran, Skerryvore, Runrig and the Vatersay boys on our drive to Inverness tomorrow. #teuchters"""
1077,2.29873283250668e+17,positive,Travelling to Hat Yai on 18 Aug for 3 days and travelling to Brunei on end of nov with some of my close friends! #excited #Heaven #pinchme
1078,2.28952320887644e+17,neutral,"""[someone] yeh but he no have The Maillot Jaune on! could be bannister, wondered if may be small child? next generation etc, or Steve Red"""
1079,2.73375618098414e+17,negative,"""2pm today - live webchat with Antonio Carluccio. we are not excited at all. No, really *jumps up &amp; down &amp; squeals a bit*"
1080,2.24105548667298e+17,positive,Congrats to [someone] for winning Best Male Tennis Player award at the 20th Annual ESPY Awards! I am so glad I voted! :D
1081,2.84701403090395e+17,neutral,Theater review: The Blue Man Group at Winspear Opera House ignites wonder and exposes the inner child in all of us
1082,2.56031051082789e+17,positive,Just received Oblivion and the new Perrcy Jackson book - Reading Club get first look at them on Friday.
1083,2.57960060104356e+17,positive,Glad to see the response was ready by the time I got around to reading Mehdi Hasan's article.
1084,2.24090230284759e+17,positive,full results from Eldora Speedway! finished 2nd with the NRA!
1085,2.17802989920981e+17,positive,Matt Cain just got hooked up! key to the City and June 13th is Matt Cain Day. #BeatLA
1086,2.75735080457077e+17,positive,[someone] cannot wait to see you perform on Sunday at [someone]'s #LetItShow at the Kirby Center in PA!!! &lt;3
1087,2.07685210131796e+17,positive,Hope I get free [someone] tickets for the concert in Ohio June 1st. D: #Hopeful #Desperate.
1088,1.80522202440008e+17,negative,De La Soul is the shit too no lie
1089,2.6552207596653e+17,positive,"""Monday Morning Laugh! My mom sent me this and said she did this to us once, just for fun"
1090,2.78505062047814e+17,positive,Omigod! Tomorrow is going to be 12/12/12. Wow! Opposite day? Hmm. X
1091,2.4305405907712e+17,neutral,Go see the Marley Movie Wednesday night at the F.M. Kirby Center with George Wesley opening. You will be...
1092,2.763075940318e+17,neutral,On the 5th day of advent we have our double deck for [someone] Chelsea Flower Show #OBAdventCalendar
1093,2.81555172604391e+17,neutral,The deadline to sign up for Islamic Relief fundraising Mount snowdon challenge will be on Friday the 21st. Sign up on:
1094,2.73706771489628e+17,positive,Beer Garden: Hop-driven ale marks Stone Brewing's 16th anniversary: Stone Brewing in San Diego just celebrated 1...
1095,2.75496699747783e+17,neutral,[someone] Here's a royal connection: The Queen at the Chelsea Flower Show and NZ exhibitor. Mention of rare NZ maple
1096,2.54390999055495e+17,neutral,Coastal Coffee will be at the Thanksgiving farmers market in Grand Bend tomorrow morning.
1097,2.78318835508064e+17,neutral,I just bought: 'Danny Elfman &amp; Tim Burton 25th Anniversary Music Box' by Tim Burton via [someone]
1098,2.46652080020922e+17,neutral,'Clifford the Big Red Dog Live!' is headed to the AT&amp;T Performing Arts Center's Winspear Opera House in November....
1099,2.58658516670231e+17,neutral,"""Stone Brewing's Pasadena store officially opens tomorrow, right by the Del Mar Gold Line Station (via [someone])"
1100,2.01382345528455e+17,positive,[someone] [someone] [someone] Hellaw Jan - Should I wish you Happy Nurses Day??
1101,2.73780749000401e+17,neutral,[someone] Merry Mart Sun is at the Creative Alliance!
1102,2.23121556405109e+17,positive,Tomorrow is the only pool part at night to b at with [someone] AND [someone]. Splash Dance [someone]
1103,2.17803236927742e+17,positive,What happens when you pitch a perfect game? You get your own day. June 13th is now Matt Cain Day in #SF! #PerfectCain Congrats Matt!
1104,2.51112060086276e+17,neutral,"""Time for some Nekromantix, gotta get them all up ins my head for the gig next Saturday ^_^"""
1105,2.85572776562131e+17,positive,#MyWishIn2013 To get tickets to see 1D @ the Maverik center in Utah on July 25th(:
1106,2.10554629027672e+17,positive,"""If you are travelling to Phuket before 31st August, we have a great deal to stay at The Kee Resort &amp; Spa, email us at honeymoon[someone].com"""
1107,2.67340243856933e+17,positive,"""I wrote my ESPY Awards speech in 12th grade, I still plan on using this in the future..."""
1108,2.17803712234664e+17,positive,June 13 is now officially Matt Cain Day every year in San Francisco. I am just hoping to someday have a wing place name a sauce after me
1109,2.52314997382849e+17,positive,Enjoyed taking leigha on the train to the top of mount Snowdon sat
1110,2.62959382701146e+17,positive,Great interview by [someone] with bassist Jeff Ament from RNDM:
1111,2.84432221232849e+17,neutral,"""Casual Friday: Weekend Events &amp; Outdoors Report: it is the final weekend to see Ballet West's """"""""The..."
1112,2.40761510501175e+17,positive,Thrilled to hear Jimmy McGovern has bought the rights to Alastair Campbell's 1st novel. Huge opp. to get message to millions [someone]
1113,2.59088420947763e+17,positive,Got my t-shirt from the marching band's Danny Elfman show washed and ready to go for #SpiritDay tomorrow!
1114,2.17272058495771e+17,positive,"""Chiara Atik's The Secret Catcher in 3G's Sips&amp;Scripts, tom [someone] @ The Gin Mill. New play, cold draft &amp; hot tots. C'mon, you know you want to."""
1115,2.59629632981172e+17,positive,"""[someone] Will go near Interlaken, do not be surprised if my pics tomorrow look familiar to you:-) Region's super popular in Bollywood:-)"""
1116,2.48985462885188e+17,negative,"""For the 3rd year in a row,I total spaced and missed International Talk Like a Pirate Day...Argh"""
1117,2.72196572765381e+17,neutral,Got a spare ticket to Warners at the bay beer fest tomorrow. Let me know?
1118,2.01240694768148e+17,positive,"""Finished for the week now and getting ready for Congress starting tomorrow! And, happy Nurses Day to all my fab colleagues :)"""
1119,2.76376974623121e+17,negative,Omigod! If the world ends on December 21 I am going to be so disappointed because my life sucks and I have school that day!
1120,2.07905157315441e+17,neutral,Check out me and the hubby at Phoenix Comicon this past Saturday: Medieval Batman &amp; Wonder Woman
1121,2.51953253313544e+17,positive,"""AVAST, MATIES: International Talk Like a Pirate Day that has right, today's the day. The 10th anniversary no less. Tim..."
1122,2.80849267923501e+17,positive,I want to see Ben Sollee wednesday.
1123,1.98746359216615e+17,negative,[someone] why would I steal Mejibray and Kiryu stuff? I do not listen to them ~ but I may mess with the shipping so it will arrive late hahaha
1124,2.13619972830806e+17,positive,"""#ngsgigpick just had a special moment, a duet between [someone] &amp; [someone] on the 1st night of Mr Hugo Race's Australian Tour."""
1125,2.37229390373745e+17,positive,Sometime this afternoon [someone] will give you a chance to see [someone] at The KEE to Bala this coming Saturday! Know your trivia
1126,2.47735766367748e+17,positive,it is Monday and it has a full week 3! Jonathan Kozol tonight on campus &amp; Club Fair on Wed #WeAreAllWinners[someone]
1127,2.20000650421998e+17,positive,"""Check out the scene at Stylish Wave Extra on April 22! GUILD, ZUCK, vNEU, HERO, BORN, UNITE, MICRO HEAD4NS, Kra, Kiryu!"
1128,2.40409336529162e+17,neutral,[someone] I get back on Sunday. I was in Split for a couple of days but in Hvar at the minute then back to Split tomorrow
1129,2.20578402174906e+17,positive,"""Happy 4th to everyone! A day of fun and excitement awaits at CCCR, plus Blaze of Glory - A Tribute to Bon Jovi..."
1130,2.40947922353664e+17,negative,Asif got to enrole at college tomorrow at like 9:( takin the piss
1131,2.48229962895745e+17,negative,Damn my best friend is not going to riot Fest this Saturday since she has a test that night :(
1132,1.89160140841296e+17,positive,[someone] Wife & I made a day trip from Paris just to see The Ladykillers matinee last Wed. Absolutely loved the show!
1133,2.67415533798957e+17,positive,"""Looking forward to seeing plenty of people out tomorrow, who are showing their respects at the Remembrance Service at Leeds Town Hall"""
1134,2.52449941576888e+17,neutral,"""[someone] Btw, am at The Ladykillers tomorrow. Are you going to that one?"""
1135,2.22389246491755e+17,positive,"""do not miss Allison DeBona from Ballet West &amp; the CW's """"""""Breaking Pointe"""""""" teaching this Thursday at 1:30pm sign in early!"
1136,2.27459438393582e+17,neutral,"""On this day kast year: the 2nd team beat Lechlade 2s by 8 wickets, Ayman Mohammed starring with 4 wickets and 49 not out."""
1137,2.33469610333192e+17,neutral,Tee shirt Thursday! First person to tell us where (which town) the Art Park studio and @
1138,2.61669370663694e+17,positive,[someone] dude!! I am going to a polish festival on sunday with my room mate :D
1139,2.71211509131117e+17,positive,"""May 21 2012. The biggest day ever for Chelsea fans. One year later, May 21 2013, the biggest event on that day is the Chelsea Flower Show."""
1140,2.4342792983559e+17,positive,"""crazy, the list keep growing.... Sep 5th bdays [someone] [someone] John Cage, Werner Herzog, Jonathan Kozol and Freddie Mercury"""
1141,2.40505176925012e+17,negative,"""off to enrole at college tomorrow, i do not want to grow up aghh."""
1142,2.41213245069861e+17,positive,[someone] I hope not! Not a cloud in the sky so far! Travelling to Split tomorrow then in Hvar next couple of days.. how're you getting on?
1143,2.6049426782539e+17,positive,Who wants tickets to Wednesday night's Dress Rehearsal of Aida at Winspear Opera House? Be one of the first 6 to...
1144,2.78517094876865e+17,neutral,any webcomic creators (besides the locals who I know will be there) plan on attending Phoenix Comicon in may?
1145,2.33959516612489e+17,positive,"""[someone] wooooooop! we are in Bol, a little island it is peng! Going to hvar tomorrow for a night though cos its nutty there! how is brella?"""
1146,2.62278378139292e+17,positive,"""[someone] Yep had a fair few lol, good job did not hurt myself there, although worth it for him, gives me something to watch on Sat nights"""
1147,2.78013573496705e+17,negative,I know I am going to be fucked because I have a long day tomorrow and I am not sleeping yet... I need a nice lullaby- Blaze of Glory? LMAO
1148,2.11487957151007e+17,positive,Heading to the last Saturday of Star Wars Weekends for some intergalactic fun. #SWW2012
1149,2.48727886939447e+17,neutral,Any recommendations for a courier to take a data secure box 8kg from Haltwhistle to London. Preferably same day delivery next Mon or Tues.
1150,2.73845437599998e+17,positive,All are invited to the Remembrance Service this Sunday at 4 p.m. in The Chapel. This is a beautiful way to pay...
1151,2.30420446145835e+17,positive,"""All Nurses SPECIALY [someone] &amp; [someone] """"""""Happy Nurses Day. Even if it may be a tough and tiring work for you. Never doubt your job."""""""" :))"""
1152,2.43778654738465e+17,positive,Plus side JiuJitsu practice was fantastic today. Also there is a chance I will attend the Judo competition class tomorrow. #CoolBeans
1153,2.0119725465523e+17,neutral,Just watched some of the video i took from the Public Enemy's 25th Anniversay Australian Tour last night at the...
1154,2.51310865826062e+17,positive,"""Goodbye Herbet Lom - The Ladykillers, Spartacus, and A Shot In The Dark, that would make a great Saturday afternoon triple bill"""
1155,2.68124059806614e+17,neutral,"""[someone] Joseph Arthur tomorrow at Lincoln Hall with RNDM, a new project feat. Jeff Ament from Pearl Jam."
1156,2.56359010880614e+17,neutral,[someone] tomorrow practice what time? cuz i hv to go to mysa's hse to make thhe notebooks...
1157,2.43483290756063e+17,positive,"""Just caught up on Tuesday nights Accused, [someone] was quality in the last two. All 4 have been quality Jimmy McGovern = great writer"""
1158,2.3690587188666e+17,positive,The Lucky Penny's production of THRESHOLD was fantastic - and the last show tomorrow still has tickets left!
1159,2.65602011695829e+17,positive,[someone] -nods- Tomorrow will be a better day for Gotham. Our friend is the new Batman.
1160,2.17803082472493e+17,positive,[someone] 9k day! They just honored Matt Cain. Gave him the key the city and made every June 13th from here forward Matt Cain day!
1161,2.39367026949358e+17,neutral,"""Tomorrow is the last day to register for Youth Soccer, Youth Volleyball and Tiny Tot Soccer! -"
1162,2.29242474445554e+17,positive,"""Aiya I tell you all what KKS will say ok, do not worry. Danee will be joining early, and what is with hwa is a troll for our 3rd anniversary :)"""
1163,2.74478739419718e+17,positive,PLL Halloween episode with [someone] + Mcdo = Fun friday night!!!!
1164,2.4421177973395e+17,positive,"""Beach trip is winding down. Good day of sun, Jiujitsu, and surplus shopping."""
1165,2.09369121324941e+17,positive,Mark You calendar for June 16th catch me performing at the First Annual Earth Festival! Be there!
1166,2.68403572360757e+17,neutral,Huzzah and hurrah - we are doing a live webchat with Antonio Carluccio on Nov 27. Get your questions in now
1167,2.49826562734694e+17,positive,I am going up Mount Snowdon in Wales next Saturday. Got some proper walking shoes now. Just hope it does not rain/snow!
1168,2.25518980587205e+17,positive,Soundset was a war between human beings and the sun but i think we won tho
1169,2.72087617401659e+17,positive,Share if you think the only thing better than Thanksgiving leftovers is an incredible Black Friday deal on your...
1170,2.23949638980469e+17,neutral,we are talking #BreakingPointe this Tuesday 6 PM PST with Ballet West dance Allison DeBonna. Join the tweet chat right here! #dance #ballet
1171,2.29441100614599e+17,negative,Just realized I am friends with Miss Teen USA 4th runner up and wondering why I do not try harder to talk to her.
1172,2.0096725018071e+17,positive,Nurses Day is May 12. Can you guess why? Hint: famous nurse's bday.
1173,2.42327915981845e+17,positive,Yay going to see Blackpool Illuminations on Tuesday with Oli :D
1174,2.61350732433875e+17,negative,"""So you want me to re-watch PLL Halloween eps when the sun goes down, mom? You must be kidding me. I will scream """"""""NO!"""""""" even loud."""
1175,2.08663891746624e+17,positive,Great sets as well by [someone] and [someone]. We do it all again Sunday at Rock I am Park. [someone] [someone]
1176,2.4652074918622e+17,positive,Rainy Friday night in perfect for losing myself in the beauty of the Chelsea Flower Show on [someone]
1177,2.78921765550441e+17,positive,[someone] Gina's my 4th? :) I went on Nov 19th and OMIGOD fell in love with her portrayal in 1 show!! I could not really get used to...
1178,2.57222890565562e+17,neutral,Participate in the new [someone] contest. Winner gets a special gift from Maite. Deadline is November 15
1179,2.24818231259566e+17,neutral,"""An update from [someone], an athlete sponsored by Birkett Long who attended the London Grand Prix on Saturday"
1180,2.73446500296696e+17,negative,Is it sad that if I did not have Pom on Thursday I would go and see Catelynn and Tyler from teen mom speak?
1181,2.57596338911457e+17,positive,"""JUDAS KISS on Friday, horse riding in Hype Park and shopping yesterday, BBC Tour and Westfields and dinner with friends today. Good weekend."""
1182,2.79239280457556e+17,positive,"""do not miss the Tron Reunion with Cindy Morgan, [someone] and Bruce Boxleitner, [someone] at Phoenix Comicon in May! #phxcc ~SM"""
1183,2.477931950172e+17,positive,"""Well done to all the competitors of Ironman Wales. it is the taking part that counts!! A special congrats to my hubby, your 10th Ironman xxx"""
1184,2.7857380275193e+17,neutral,All the Stone Brewing verticals will be featured on tap tomorrow at [someone]
1185,2.63011243776938e+17,positive,"""Just to let you know, Antonio Carluccio might mention us on The Great British Food Revival, BBC2 at 7pm tomorrow."""
1186,2.76533513661055e+17,neutral,Does anyone in my Challenge &amp; Change class have the Baby Boom sheet for the test tomorrow?
1187,2.70578824389988e+17,positive,"""[someone] hello MAITE good to hear from you sa. No worries sa, already spoken to JJ. Good man, carnage Sunday sa"""
1188,2.21693605310505e+17,neutral,"""Genuine history in British sport. Forget Murray tomorrow, one British rider wins a mountain finish, another takes the Maillot Jaune."""
1189,2.28667723956253e+17,neutral,Watchin the Espy Awards re-run since I missed over 1/2 the 1st airing.. I know Brittany Griner go so much pussy tht nite after she won lmao
1190,2.78968143764931e+17,neutral,[someone] [someone] [someone] I am starting the 30 marker in a min then I am done ill do warners tomorrow she is long
1191,2.06618792124625e+17,positive,Omfg... Phoenix Comicon was A-MAZ-ING! Absolutely the best con ever. Might go back tomorrow for Iron Fur suit...we will see.
1192,2.55554427660935e+17,positive,"""Aww Yiss, [someone] [someone] and I are going to look at pretty tattooed boys at Nekromantix tomorrow!"""
1193,2.38051214502285e+17,positive,[someone] very good idea! i have to go college next wednesday to enrole! how was you are holiday!? :)
1194,2.24189199866282e+17,neutral,#YouKnowYoureFromSanDiego if you still call the San Diego County Fair the Del Mar Fair (x
1195,2.33580790976487e+17,positive,[someone] miss ya to buddy &lt;3 what you saying Monday night ? Down for The Kee wtb #HollaAtMe
1196,2.36177430010802e+17,neutral,"""On Sunday, hours after the Summer Olympics officially came to a close in London, NBC aired their pre-ceremony mo..."
1197,2.51538631834104e+17,positive,"""The Hub channel is it is f'ing awesome! Thurs night lineup from 12 am on: Transformers, GI Joe, New Batman, Alf! I do not want to sleep!"""
1198,2.03945612679447e+17,positive,Every time I hear a Liverpudlian accent it reminds me of watching Brookside with Mum on a Sat teatime #MissThoseDays
1199,2.6857043805617e+17,neutral,[someone] [someone] [someone] can we go see Catelynn &amp; Tyler at MSU on the 29th? Its free :) #teenmom
1200,2.29734594646258e+17,neutral,"""[someone] then ur not watching. Was in every show, every night, every day last week except for Friday. Took vacation to host Miss Teen USA"""
1201,2.59947723405554e+17,positive,"""Saturday - the Diggly dog had a fantastic walk starting at Haltwhistle, through Burn Gorge and up on to Hadrians..."
1202,2.31457655976235e+17,neutral,British Invasion: Hollywood Summer Nights goes UK with THE LADYKILLERS on Aug 23
1203,2.14800970079674e+17,positive,"""Listening to the liverpudlian accent on the tv, actually cannot wait to pick it up in September if I make it to uni #ohyes ;)"""
1204,2.85372904827413e+17,negative,"""Pearl Jam's 2000 European tour ended in tragedy on June 30, with an accident at the Roskilde Festival in Denmark...."
1205,2.80751397878784e+17,positive,I hope my mom let us me go to wings tomorrow with MITCHIE!
1206,2.82516520049984e+17,neutral,The Graduate [someone] and Janee no wait Renee or Danee or was it Shanee no it may be Lanee *shrugs*
1207,2.15069653431624e+17,neutral,Just found out [someone] 's adaptation of my 2nd favourite film The Ladykillers is coming to Edinburgh in the autumn
1208,2.10155551861129e+17,positive,Rock I am Park was beyond awesome. Need to write all the bands down that I have seen but I am too tired. Will do tomorrow. #goodnight
1209,2.20227867819258e+17,positive,"""Excited for a day off tomorrow to celebrate and enjoy the San Diego County Fair! what is more 'Merican than a county fair, and fried butter?"""
1210,2.40411022945563e+17,positive,We have just won our 1st match in the MYSA international girls tournament! Go girls go
1211,2.776285840326e+17,neutral,Seeing [someone] tomorrow for the #LetItShow in Wilkes-Barre at the Kirby Center with some friends!!! :) See you tomorrow Cody! :*
1212,2.7212597829632e+17,positive,I miss Black Friday with [someone] . When her mother always had us eat up all the Thanksgiving Leftovers !
1213,2.51592462915744e+17,positive,"""#80s #Move Alert: Start your Friday with a Bang... no a Boom, """"""""Baby Boom"""""""" is on [someone] family in 5min."
1214,2.38399819218031e+17,positive,[someone] aye see. Going to Runrig on Saturday up in Inverness then going to Knockhill on Sunday!! X
1215,2.45816124061671e+17,neutral,Couple spare tickets for CircoLoco on Saturday. Plus we also got transport to &amp; from the destination. Get @ me or text me of ur interested.
1216,2.23704995160273e+17,positive,is looking forward to doing the [someone] 800m at the London Grand Prix tomorrow but really needs to start shifting this cold!!
1217,2.3502568118723e+17,positive,Little bit excited about going to Hvar on Thursday with [someone] [someone] [someone] #bringonthesun
1218,2.31339404671721e+17,positive,[someone] are you going to be at Hype Park tomorrow? :)
1219,2.69423739043725e+17,positive,"""Finally Friday!!!! let us make it through the day, see [someone] compete for Miss Teen USA tonight, then bridesmaids dress shopping tomorrow!"""
1220,2.73103326386733e+17,positive,Just got my tickets for the edinburgh derby on sunday #hibeees
1221,2.67378110075396e+17,neutral,Tomorrow it is definitely necessary for watching films after attending the Remembrance Service with the staff and pupils #givemetissues
